nozzleTemp,bedTemp,xPos,yPos,zPos,fanSpeed,printerSpeed,createdAt
188,60,98,105,221,255,0,2024-05-02T11:39:14.579Z
189,60,98,105,221,255,0,2024-05-02T11:39:14.787Z
190,60,98,105,221,255,0,2024-05-02T11:39:14.990Z
190,60,98,105,221,255,0,2024-05-02T11:39:15.191Z
190,60,98,105,221,255,0,2024-05-02T11:39:16.369Z
193,60,98,105,221,255,0,2024-05-02T11:39:16.631Z
194,60,98,105,221,255,0,2024-05-02T11:39:17.138Z
195,60,98,105,221,255,0,2024-05-02T11:39:17.340Z
195,60,98,105,221,255,0,2024-05-02T11:39:17.560Z
196,60,98,105,221,255,0,2024-05-02T11:39:18.267Z
197,60,98,105,221,255,0,2024-05-02T11:39:18.413Z
197,60,98,105,221,255,0,2024-05-02T11:39:18.586Z
198,60,98,105,221,255,0,2024-05-02T11:39:20.417Z
201,60,98,105,221,255,0,2024-05-02T11:39:20.623Z
201,60,98,105,221,255,0,2024-05-02T11:39:21.129Z
202,60,98,105,221,255,0,2024-05-02T11:39:21.341Z
202,60,98,105,221,255,0,2024-05-02T11:39:21.556Z
202,60,98,105,221,255,0,2024-05-02T11:39:21.748Z
202,60,98,105,221,255,0,2024-05-02T11:39:22.064Z
203,60,98,105,221,255,0,2024-05-02T11:39:22.269Z
203,60,98,105,221,255,0,2024-05-02T11:39:22.556Z
203,60,98,105,221,255,0,2024-05-02T11:39:22.772Z
203,60,98,105,221,255,0,2024-05-02T11:39:22.975Z
203,60,98,105,221,255,0,2024-05-02T11:39:23.195Z
203,60,98,105,221,255,0,2024-05-02T11:39:23.481Z
204,60,98,105,221,255,0,2024-05-02T11:39:23.704Z
204,60,98,105,221,255,0,2024-05-02T11:39:23.888Z
204,60,98,105,221,255,0,2024-05-02T11:39:24.110Z
204,60,98,105,221,255,0,2024-05-02T11:39:24.499Z
204,60,98,105,221,255,0,2024-05-02T11:39:24.716Z
205,60,98,105,221,255,0,2024-05-02T11:39:27.012Z
205,60,98,105,221,255,0,2024-05-02T11:39:27.288Z
205,60,98,105,221,255,0,2024-05-02T11:39:27.893Z
205,60,98,105,221,255,0,2024-05-02T11:39:29.333Z
205,59,98,105,221,255,0,2024-05-02T11:39:29.801Z
204,59,98,105,221,255,0,2024-05-02T11:39:30.253Z
204,59,98,105,221,255,0,2024-05-02T11:39:30.455Z
204,59,98,105,221,255,0,2024-05-02T11:39:30.852Z
204,59,98,105,221,255,0,2024-05-02T11:39:31.071Z
204,59,98,105,221,255,0,2024-05-02T11:39:31.267Z
204,59,98,105,221,255,0,2024-05-02T11:39:31.473Z
204,59,98,105,221,255,0,2024-05-02T11:39:31.688Z
203,59,98,105,221,255,0,2024-05-02T11:39:31.896Z
203,59,98,105,221,0,0,2024-05-02T11:39:32.076Z
203,59,98,105,221,0,0,2024-05-02T11:39:32.298Z
203,59,98,105,221,0,0,2024-05-02T11:39:32.496Z
203,59,98,105,221,0,0,2024-05-02T11:39:32.798Z
203,59,98,105,221,0,0,2024-05-02T11:39:33.099Z
203,59,98,105,221,0,0,2024-05-02T11:39:33.403Z
203,59,98,105,221,0,0,2024-05-02T11:39:33.842Z
203,59,98,105,221,0,0,2024-05-02T11:39:34.016Z
202,59,98,105,221,0,0,2024-05-02T11:39:36.278Z
201,59,98,105,221,0,0,2024-05-02T11:39:38.028Z
200,59,98,105,221,0,0,2024-05-02T11:39:38.227Z
200,59,98,105,221,0,0,2024-05-02T11:39:38.440Z
200,59,98,105,221,0,0,2024-05-02T11:39:38.631Z
200,59,98,105,221,0,0,2024-05-02T11:39:38.919Z
199,59,98,105,221,0,0,2024-05-02T11:39:40.186Z
199,59,98,105,221,0,0,2024-05-02T11:39:40.391Z
198,59,98,105,221,0,0,2024-05-02T11:39:40.596Z
198,59,98,105,221,0,0,2024-05-02T11:39:40.796Z
198,59,98,105,221,0,0,2024-05-02T11:39:40.999Z
198,59,98,105,221,0,0,2024-05-02T11:39:41.191Z
198,59,98,105,221,0,0,2024-05-02T11:39:41.716Z
197,59,98,105,221,0,0,2024-05-02T11:39:41.933Z
197,59,98,105,221,0,0,2024-05-02T11:39:42.645Z
197,59,98,105,221,0,0,2024-05-02T11:39:43.343Z
196,59,98,105,221,0,0,2024-05-02T11:39:43.967Z
196,58,98,105,221,0,0,2024-05-02T11:39:44.283Z
196,58,98,105,221,0,0,2024-05-02T11:39:44.577Z
195,58,98,105,221,0,0,2024-05-02T11:39:45.778Z
195,58,98,105,221,0,0,2024-05-02T11:39:46.297Z
194,58,98,105,221,0,0,2024-05-02T11:39:48.477Z
192,58,98,105,221,0,0,2024-05-02T11:39:48.788Z
192,58,98,105,221,0,0,2024-05-02T11:39:56.858Z
185,57,98,105,221,0,0,2024-05-02T11:39:57.703Z
185,57,98,105,221,0,0,2024-05-02T11:39:58.113Z
185,57,98,105,221,0,0,2024-05-02T11:39:58.422Z
184,57,98,105,221,0,0,2024-05-02T11:40:00.252Z
183,57,98,105,221,0,0,2024-05-02T11:40:01.532Z
181,57,98,105,221,0,0,2024-05-02T11:40:04.343Z
179,57,98,105,221,0,0,2024-05-02T11:40:07.113Z
177,56,98,105,221,0,0,2024-05-02T11:40:11.930Z
174,56,98,105,221,0,0,2024-05-02T11:40:15.709Z
170,56,98,105,221,0,0,2024-05-02T11:40:17.049Z
170,56,98,105,221,0,0,2024-05-02T11:40:27.390Z
46,43,0,0,0,0,0,2024-05-02T11:49:21.599Z
46,43,0,0,0,0,0,2024-05-02T11:49:21.855Z
46,43,0,0,0,0,0,2024-05-02T11:49:23.249Z
46,43,0,0,0,0,0,2024-05-02T11:49:23.462Z
46,43,0,0,0,0,0,2024-05-02T11:49:23.756Z
46,43,0,0,0,0,0,2024-05-02T11:49:25.097Z
46,43,0,0,0,0,0,2024-05-02T11:49:25.408Z
46,43,0,0,0,0,0,2024-05-02T11:49:25.608Z
46,43,0,0,0,0,0,2024-05-02T11:49:25.910Z
46,43,0,0,0,0,0,2024-05-02T11:49:26.116Z
46,43,0,0,0,0,0,2024-05-02T11:49:26.335Z
46,43,0,0,0,0,0,2024-05-02T11:49:26.533Z
46,43,0,0,0,0,0,2024-05-02T11:49:26.740Z
46,43,0,0,0,0,0,2024-05-02T11:49:32.877Z
46,43,0,0,0,0,0,2024-05-02T11:49:33.394Z
46,43,0,0,0,0,0,2024-05-02T11:49:34.920Z
46,43,0,0,0,0,0,2024-05-02T11:49:37.662Z
46,43,0,0,0,0,0,2024-05-02T11:49:38.109Z
46,43,0,4,0,0,0,2024-05-02T11:49:43.841Z
45,43,0,24,0,0,0,2024-05-02T11:50:22.333Z
44,42,0,24,91,0,0,2024-05-02T11:50:22.539Z
44,42,0,24,91,0,0,2024-05-02T11:50:22.854Z
44,42,0,24,91,0,0,2024-05-02T11:51:31.246Z
42,42,0,1,2,0,0,2024-05-02T11:51:31.970Z
42,42,0,1,2,0,0,2024-05-02T11:51:32.422Z
42,42,0,1,2,0,0,2024-05-02T11:51:32.945Z
42,42,0,1,2,0,0,2024-05-02T11:51:33.292Z
42,42,0,1,2,0,0,2024-05-02T11:51:33.514Z
42,42,0,1,2,0,0,2024-05-02T11:51:34.942Z
42,42,0,1,2,0,0,2024-05-02T11:51:35.292Z
42,42,0,1,2,0,0,2024-05-02T11:51:35.646Z
42,42,0,1,2,0,0,2024-05-02T11:51:37.583Z
41,42,0,1,2,0,0,2024-05-02T11:51:50.809Z
41,41,0,1,2,255,0,2024-05-02T11:51:57.373Z
45,42,0,1,2,255,0,2024-05-02T11:51:57.841Z
46,43,0,1,2,255,0,2024-05-02T11:51:58.393Z
46,43,0,1,2,255,0,2024-05-02T11:51:58.603Z
46,43,0,1,2,255,0,2024-05-02T11:51:58.902Z
47,43,0,1,2,255,0,2024-05-02T11:52:04.331Z
60,45,0,1,2,255,0,2024-05-02T11:52:05.356Z
65,45,0,1,2,255,0,2024-05-02T11:52:06.898Z
68,46,0,1,2,255,0,2024-05-02T11:52:07.865Z
68,46,0,1,2,255,0,2024-05-02T11:52:11.611Z
79,47,0,1,2,255,0,2024-05-02T11:52:15.884Z
93,49,0,1,2,255,0,2024-05-02T11:52:17.839Z
96,49,0,1,2,255,0,2024-05-02T11:52:18.443Z
98,49,0,1,2,255,0,2024-05-02T11:52:18.866Z
99,50,0,1,2,255,0,2024-05-02T11:52:33.492Z
99,50,126,1,2,255,0,2024-05-02T11:52:47.142Z
99,50,123,1,2,255,0,2024-05-02T11:52:56.655Z
0,255,0,0,10,0,0,2024-05-02T11:54:36.713Z
197,59,0,0,10,0,0,2024-05-02T11:54:36.968Z
197,59,0,0,10,0,0,2024-05-02T11:54:37.381Z
197,59,0,0,10,0,0,2024-05-02T11:54:37.676Z
197,59,0,0,10,0,0,2024-05-02T11:54:37.890Z
197,59,0,0,10,0,0,2024-05-02T11:54:38.097Z
197,59,0,0,10,0,0,2024-05-02T11:54:38.436Z
197,59,0,0,10,0,0,2024-05-02T11:54:38.608Z
197,59,0,0,10,0,0,2024-05-02T11:54:38.921Z
197,59,0,0,10,0,0,2024-05-02T11:54:39.160Z
197,59,0,0,10,0,0,2024-05-02T11:54:40.041Z
197,59,0,0,10,0,0,2024-05-02T11:54:40.341Z
197,59,0,0,10,0,0,2024-05-02T11:54:40.682Z
197,59,0,0,10,0,0,2024-05-02T11:54:40.987Z
197,59,0,0,10,0,0,2024-05-02T11:54:41.198Z
197,59,0,0,10,0,0,2024-05-02T11:54:41.629Z
196,59,0,0,10,0,0,2024-05-02T11:54:41.921Z
196,59,0,0,10,0,0,2024-05-02T11:54:42.097Z
196,59,0,0,10,0,0,2024-05-02T11:54:42.428Z
196,59,0,0,10,0,0,2024-05-02T11:54:42.737Z
196,59,0,0,10,0,0,2024-05-02T11:54:43.057Z
196,59,0,0,10,0,0,2024-05-02T11:54:43.317Z
196,59,0,0,10,0,0,2024-05-02T11:54:43.653Z
196,59,0,0,10,0,0,2024-05-02T11:54:43.972Z
195,59,0,0,10,0,0,2024-05-02T11:54:44.130Z
195,59,0,0,10,0,0,2024-05-02T11:54:44.272Z
195,59,0,0,10,0,0,2024-05-02T11:54:44.551Z
195,59,0,0,10,0,0,2024-05-02T11:54:44.775Z
195,59,0,0,10,0,0,2024-05-02T11:54:45.043Z
195,59,0,0,10,0,0,2024-05-02T11:54:45.207Z
195,59,0,0,10,0,0,2024-05-02T11:54:45.607Z
195,59,0,0,10,0,0,2024-05-02T11:54:45.775Z
195,59,0,0,10,0,0,2024-05-02T11:54:46.132Z
195,59,0,0,10,0,0,2024-05-02T11:54:46.389Z
194,59,0,0,10,0,0,2024-05-02T11:54:46.619Z
194,59,0,0,10,0,0,2024-05-02T11:54:46.824Z
194,59,0,0,10,0,0,2024-05-02T11:54:47.120Z
194,59,0,0,10,0,0,2024-05-02T11:54:47.308Z
194,59,0,0,10,0,0,2024-05-02T11:54:47.511Z
194,59,0,0,10,0,0,2024-05-02T11:54:47.858Z
194,59,0,0,10,0,0,2024-05-02T11:54:48.069Z
193,59,0,0,10,0,0,2024-05-02T11:54:48.439Z
193,59,0,0,10,0,0,2024-05-02T11:54:48.756Z
193,59,0,0,10,0,0,2024-05-02T11:54:49.057Z
193,59,0,0,10,0,0,2024-05-02T11:54:49.393Z
193,59,0,0,10,0,0,2024-05-02T11:54:49.565Z
192,59,0,0,10,0,0,2024-05-02T11:54:49.864Z
192,59,0,0,10,0,0,2024-05-02T11:54:50.121Z
192,59,0,0,10,0,0,2024-05-02T11:54:50.390Z
192,59,0,0,10,0,0,2024-05-02T11:54:50.530Z
192,59,0,0,10,0,0,2024-05-02T11:54:50.795Z
192,59,0,0,10,0,0,2024-05-02T11:54:50.996Z
191,58,0,0,10,0,0,2024-05-02T11:54:51.311Z
191,58,0,0,10,0,0,2024-05-02T11:54:51.543Z
191,58,0,0,10,0,0,2024-05-02T11:54:51.856Z
191,58,0,0,10,0,0,2024-05-02T11:54:52.122Z
190,58,0,0,10,0,0,2024-05-02T11:54:52.462Z
190,58,0,0,10,0,0,2024-05-02T11:54:52.635Z
190,58,0,0,10,0,0,2024-05-02T11:54:52.946Z
190,58,0,0,10,0,0,2024-05-02T11:54:53.150Z
190,58,0,0,10,0,0,2024-05-02T11:54:53.452Z
190,58,0,0,10,0,0,2024-05-02T11:54:53.658Z
190,58,0,0,10,0,0,2024-05-02T11:54:53.972Z
189,58,0,0,10,0,0,2024-05-02T11:54:54.178Z
189,58,0,0,10,0,0,2024-05-02T11:54:54.513Z
189,58,0,0,10,0,0,2024-05-02T11:54:54.689Z
189,58,0,0,10,0,0,2024-05-02T11:54:54.838Z
189,58,0,0,10,0,0,2024-05-02T11:54:55.240Z
188,58,0,0,10,0,0,2024-05-02T11:54:55.526Z
188,58,0,0,10,0,0,2024-05-02T11:54:55.771Z
188,58,0,0,10,0,0,2024-05-02T11:54:56.046Z
188,58,0,0,10,0,0,2024-05-02T11:54:56.220Z
188,58,0,0,10,0,0,2024-05-02T11:54:56.828Z
187,58,0,0,10,0,0,2024-05-02T11:54:57.184Z
187,58,0,0,10,0,0,2024-05-02T11:54:57.350Z
187,58,0,0,10,0,0,2024-05-02T11:54:57.654Z
187,58,0,0,10,0,0,2024-05-02T11:54:57.844Z
186,58,0,0,10,0,0,2024-05-02T11:54:58.102Z
186,58,0,0,10,0,0,2024-05-02T11:54:58.265Z
186,58,0,0,10,0,0,2024-05-02T11:54:58.411Z
186,58,0,0,10,0,0,2024-05-02T11:54:58.719Z
186,58,0,0,10,0,0,2024-05-02T11:54:58.928Z
186,58,0,0,10,0,0,2024-05-02T11:54:59.226Z
185,58,0,0,10,0,0,2024-05-02T11:54:59.427Z
185,58,0,0,10,0,0,2024-05-02T11:54:59.691Z
185,58,0,0,10,0,0,2024-05-02T11:54:59.880Z
185,58,0,0,10,0,0,2024-05-02T11:55:00.138Z
185,58,0,0,10,0,0,2024-05-02T11:55:00.394Z
185,58,0,0,10,0,0,2024-05-02T11:55:00.648Z
184,58,0,0,10,0,0,2024-05-02T11:55:00.912Z
184,58,0,0,10,0,0,2024-05-02T11:55:01.143Z
184,58,0,0,10,0,0,2024-05-02T11:55:01.372Z
184,58,0,0,10,0,0,2024-05-02T11:55:01.537Z
184,58,0,0,10,0,0,2024-05-02T11:55:01.850Z
183,58,0,0,10,0,0,2024-05-02T11:55:02.087Z
183,58,0,0,10,0,0,2024-05-02T11:55:02.346Z
183,58,0,0,10,0,0,2024-05-02T11:55:02.549Z
183,58,0,0,10,0,0,2024-05-02T11:55:02.898Z
183,58,0,0,10,0,0,2024-05-02T11:55:03.112Z
182,58,0,0,10,0,0,2024-05-02T11:55:03.378Z
182,58,0,0,10,0,0,2024-05-02T11:55:03.524Z
182,58,0,0,10,0,0,2024-05-02T11:55:03.802Z
182,58,0,0,10,0,0,2024-05-02T11:55:04.013Z
182,58,0,0,10,0,0,2024-05-02T11:55:04.286Z
181,58,0,0,10,0,0,2024-05-02T11:55:04.444Z
181,58,0,0,10,0,0,2024-05-02T11:55:04.641Z
181,58,0,0,10,0,0,2024-05-02T11:55:04.892Z
181,58,0,0,10,0,0,2024-05-02T11:55:05.571Z
180,58,0,0,10,0,0,2024-05-02T11:55:06.388Z
180,58,0,0,10,0,0,2024-05-02T11:55:06.700Z
180,58,0,0,10,0,0,2024-05-02T11:55:07.385Z
179,58,0,0,10,0,0,2024-05-02T11:55:07.588Z
179,58,0,0,10,0,0,2024-05-02T11:55:07.894Z
179,58,0,0,10,0,0,2024-05-02T11:55:08.130Z
179,58,0,0,10,0,0,2024-05-02T11:55:10.428Z
177,57,0,0,10,0,0,2024-05-02T11:55:10.661Z
177,57,0,0,10,0,0,2024-05-02T11:55:10.897Z
177,57,0,0,10,0,0,2024-05-02T11:55:11.070Z
176,57,0,0,10,0,0,2024-05-02T11:55:11.267Z
176,57,0,0,10,0,0,2024-05-02T11:55:11.453Z
176,57,0,0,10,0,0,2024-05-02T11:55:11.620Z
176,57,0,0,10,0,0,2024-05-02T11:55:11.816Z
176,57,0,0,10,0,0,2024-05-02T11:55:12.034Z
176,57,0,0,10,0,0,2024-05-02T11:55:12.220Z
176,57,0,0,10,0,0,2024-05-02T11:55:12.396Z
175,57,0,0,10,0,0,2024-05-02T11:55:12.640Z
175,57,0,0,10,0,0,2024-05-02T11:55:12.942Z
175,57,0,0,10,0,0,2024-05-02T11:55:13.163Z
175,57,0,0,10,0,0,2024-05-02T11:55:13.358Z
175,57,0,0,10,0,0,2024-05-02T11:55:13.559Z
175,57,0,0,10,0,0,2024-05-02T11:55:13.753Z
174,57,0,0,10,0,0,2024-05-02T11:55:13.963Z
174,57,0,0,10,0,0,2024-05-02T11:55:14.164Z
174,57,0,0,10,0,0,2024-05-02T11:55:14.348Z
174,57,0,0,10,0,0,2024-05-02T11:55:14.480Z
174,57,0,0,10,0,0,2024-05-02T11:55:14.689Z
174,57,0,0,10,0,0,2024-05-02T11:55:14.988Z
173,57,0,0,10,0,0,2024-05-02T11:55:15.401Z
173,57,0,0,10,0,0,2024-05-02T11:55:15.621Z
173,57,0,0,10,0,0,2024-05-02T11:55:16.943Z
172,57,0,0,10,0,0,2024-05-02T11:55:17.112Z
172,57,0,0,10,0,0,2024-05-02T11:55:17.315Z
172,57,0,0,10,0,0,2024-05-02T11:55:17.545Z
172,57,0,0,10,0,0,2024-05-02T11:55:17.820Z
171,57,0,0,10,0,0,2024-05-02T11:55:18.030Z
171,57,0,0,10,0,0,2024-05-02T11:55:18.268Z
171,57,0,0,10,0,0,2024-05-02T11:55:18.541Z
171,57,0,0,10,0,0,2024-05-02T11:55:18.780Z
171,57,0,0,10,0,0,2024-05-02T11:55:19.027Z
170,57,0,0,10,0,0,2024-05-02T11:55:19.283Z
170,57,0,0,10,0,0,2024-05-02T11:55:19.494Z
170,57,0,0,10,0,0,2024-05-02T11:55:19.695Z
170,57,0,0,10,0,0,2024-05-02T11:55:19.976Z
170,57,0,0,10,0,0,2024-05-02T11:55:20.178Z
170,57,0,0,10,0,0,2024-05-02T11:55:20.385Z
170,57,0,0,10,0,0,2024-05-02T11:55:20.625Z
170,57,0,0,10,0,0,2024-05-02T11:55:20.823Z
169,57,0,0,10,0,0,2024-05-02T11:55:21.100Z
169,57,0,0,10,0,0,2024-05-02T11:55:21.403Z
169,57,0,0,10,0,0,2024-05-02T11:55:21.716Z
169,57,0,0,10,0,0,2024-05-02T11:55:22.027Z
168,57,0,0,10,0,0,2024-05-02T11:55:22.233Z
168,57,0,0,10,0,0,2024-05-02T11:55:22.372Z
168,57,0,0,10,0,0,2024-05-02T11:55:22.664Z
168,57,0,0,10,0,0,2024-05-02T11:55:22.836Z
168,57,0,0,10,0,0,2024-05-02T11:55:22.986Z
168,57,0,0,10,0,0,2024-05-02T11:55:24.468Z
167,57,0,0,10,0,0,2024-05-02T11:55:24.714Z
167,57,0,0,10,0,0,2024-05-02T11:55:25.017Z
166,57,0,0,10,0,0,2024-05-02T11:55:25.230Z
166,57,0,0,10,0,0,2024-05-02T11:55:25.530Z
166,57,0,0,10,0,0,2024-05-02T11:55:25.914Z
166,57,0,0,10,0,0,2024-05-02T11:55:26.118Z
166,57,0,0,10,0,0,2024-05-02T11:55:26.255Z
166,57,0,0,10,0,0,2024-05-02T11:55:26.562Z
165,57,0,0,10,0,0,2024-05-02T11:55:26.885Z
165,57,0,0,10,0,0,2024-05-02T11:55:27.128Z
165,57,0,0,10,0,0,2024-05-02T11:55:27.493Z
165,57,0,0,10,0,0,2024-05-02T11:55:27.704Z
165,57,0,0,10,0,0,2024-05-02T11:55:27.967Z
165,56,0,0,10,0,0,2024-05-02T11:55:28.268Z
164,56,0,0,10,0,0,2024-05-02T11:55:28.583Z
164,56,0,0,10,0,0,2024-05-02T11:55:28.816Z
164,56,0,0,10,0,0,2024-05-02T11:55:29.191Z
164,56,0,0,10,0,0,2024-05-02T11:55:29.442Z
163,56,0,0,10,0,0,2024-05-02T11:55:29.710Z
163,56,0,0,10,0,0,2024-05-02T11:55:29.936Z
163,56,0,0,10,0,0,2024-05-02T11:55:30.886Z
162,56,0,0,10,0,0,2024-05-02T11:55:31.323Z
162,56,0,0,10,0,0,2024-05-02T11:55:31.550Z
162,56,0,0,10,0,0,2024-05-02T11:55:31.780Z
162,56,0,0,10,0,0,2024-05-02T11:55:32.071Z
162,56,0,0,10,0,0,2024-05-02T11:55:32.268Z
162,56,0,0,10,0,0,2024-05-02T11:55:32.468Z
162,56,0,0,10,0,0,2024-05-02T11:55:32.775Z
161,56,0,0,10,0,0,2024-05-02T11:55:32.917Z
161,56,0,0,10,0,0,2024-05-02T11:55:33.211Z
161,56,0,0,10,0,0,2024-05-02T11:55:33.425Z
161,56,0,0,10,0,0,2024-05-02T11:55:33.593Z
161,56,0,0,10,0,0,2024-05-02T11:55:33.731Z
161,56,0,0,10,0,0,2024-05-02T11:55:33.905Z
160,56,0,0,14,0,0,2024-05-02T11:55:35.446Z
160,56,0,0,14,0,0,2024-05-02T11:55:35.641Z
160,56,0,0,14,0,0,2024-05-02T11:55:35.931Z
159,56,0,0,14,0,0,2024-05-02T11:55:36.164Z
159,56,0,0,14,0,0,2024-05-02T11:55:37.596Z
158,56,0,0,15,0,0,2024-05-02T11:55:37.732Z
158,56,0,0,15,0,0,2024-05-02T11:55:37.997Z
158,56,0,0,15,0,0,2024-05-02T11:55:38.132Z
158,56,0,0,15,0,0,2024-05-02T11:55:38.527Z
158,56,0,0,15,0,0,2024-05-02T11:55:38.851Z
158,56,0,0,15,0,0,2024-05-02T11:55:39.053Z
157,56,0,0,15,0,0,2024-05-02T11:55:39.325Z
157,56,0,0,15,0,0,2024-05-02T11:55:39.610Z
157,56,0,0,15,0,0,2024-05-02T11:55:39.773Z
157,56,0,0,15,0,0,2024-05-02T11:55:41.215Z
156,56,0,0,15,0,0,2024-05-02T11:55:41.518Z
156,56,0,0,15,0,0,2024-05-02T11:55:41.716Z
156,56,0,0,15,0,0,2024-05-02T11:55:41.921Z
156,56,0,0,15,0,0,2024-05-02T11:55:42.103Z
156,56,0,0,15,0,0,2024-05-02T11:55:42.273Z
155,56,0,0,15,0,0,2024-05-02T11:55:42.433Z
155,56,0,0,15,0,0,2024-05-02T11:55:42.664Z
155,56,0,0,15,0,0,2024-05-02T11:55:42.833Z
155,56,0,0,15,0,0,2024-05-02T11:55:43.037Z
155,56,0,0,15,0,0,2024-05-02T11:55:43.225Z
155,56,0,0,15,0,0,2024-05-02T11:55:43.410Z
155,56,0,0,15,0,0,2024-05-02T11:55:43.630Z
155,56,0,0,15,0,0,2024-05-02T11:55:44.859Z
154,56,0,0,15,0,0,2024-05-02T11:55:45.090Z
154,56,0,0,15,0,0,2024-05-02T11:55:45.255Z
154,56,0,0,15,0,0,2024-05-02T11:55:45.419Z
154,56,0,0,15,0,0,2024-05-02T11:55:45.573Z
154,56,0,0,15,0,0,2024-05-02T11:55:45.770Z
153,56,0,0,15,0,0,2024-05-02T11:55:46.215Z
153,56,0,0,15,0,0,2024-05-02T11:55:46.423Z
153,56,0,0,15,0,0,2024-05-02T11:55:46.603Z
153,56,0,0,15,0,0,2024-05-02T11:55:46.805Z
153,56,0,0,15,0,0,2024-05-02T11:55:47.015Z
153,56,0,0,15,0,0,2024-05-02T11:55:47.212Z
153,56,0,0,15,0,0,2024-05-02T11:55:47.417Z
153,56,0,0,15,0,0,2024-05-02T11:55:47.557Z
152,56,0,0,15,0,0,2024-05-02T11:55:47.717Z
152,56,0,0,15,0,0,2024-05-02T11:55:47.853Z
152,56,0,0,15,0,0,2024-05-02T11:55:48.055Z
152,56,0,0,15,0,0,2024-05-02T11:55:48.264Z
152,56,0,0,15,0,0,2024-05-02T11:55:48.447Z
152,56,0,0,15,0,0,2024-05-02T11:55:48.586Z
152,56,0,0,15,0,0,2024-05-02T11:55:48.790Z
152,56,0,0,15,0,0,2024-05-02T11:55:48.985Z
152,56,0,0,15,0,0,2024-05-02T11:55:49.162Z
151,56,0,0,15,0,0,2024-05-02T11:55:49.368Z
151,56,0,0,15,0,0,2024-05-02T11:55:49.567Z
151,56,0,0,15,0,0,2024-05-02T11:55:49.751Z
151,56,0,0,15,0,0,2024-05-02T11:55:49.911Z
151,56,0,0,15,0,0,2024-05-02T11:55:50.080Z
151,56,0,0,15,0,0,2024-05-02T11:55:50.270Z
151,56,0,0,15,0,0,2024-05-02T11:55:50.426Z
151,56,0,0,15,0,0,2024-05-02T11:55:50.589Z
151,56,0,0,15,0,0,2024-05-02T11:55:51.753Z
150,56,0,0,15,0,0,2024-05-02T11:55:51.909Z
150,56,0,0,15,0,0,2024-05-02T11:55:52.067Z
150,56,0,0,15,0,0,2024-05-02T11:55:52.272Z
150,56,0,0,15,0,0,2024-05-02T11:55:52.462Z
150,56,0,0,15,0,0,2024-05-02T11:55:52.637Z
149,56,0,0,15,0,0,2024-05-02T11:55:52.779Z
149,56,0,0,15,0,0,2024-05-02T11:55:52.995Z
149,56,0,0,15,0,0,2024-05-02T11:55:53.162Z
149,56,0,0,15,0,0,2024-05-02T11:55:53.358Z
149,56,0,0,15,0,0,2024-05-02T11:55:53.531Z
149,56,0,0,15,0,0,2024-05-02T11:55:53.667Z
149,56,0,0,15,0,0,2024-05-02T11:55:53.840Z
149,55,0,0,15,0,0,2024-05-02T11:55:54.001Z
149,56,0,0,15,0,0,2024-05-02T11:55:54.148Z
149,56,0,0,15,0,0,2024-05-02T11:55:54.315Z
149,56,0,0,15,0,0,2024-05-02T11:55:54.470Z
148,55,0,0,15,0,0,2024-05-02T11:55:54.626Z
148,55,0,0,15,0,0,2024-05-02T11:55:54.817Z
148,55,0,0,15,0,0,2024-05-02T11:55:55.000Z
148,55,0,0,15,0,0,2024-05-02T11:55:55.243Z
148,55,0,0,15,0,0,2024-05-02T11:55:55.480Z
148,55,0,0,15,0,0,2024-05-02T11:55:55.651Z
148,55,0,0,15,0,0,2024-05-02T11:55:55.813Z
148,55,0,0,15,0,0,2024-05-02T11:55:56.029Z
147,55,0,0,17,0,0,2024-05-02T11:55:56.822Z
147,55,0,0,17,0,0,2024-05-02T11:55:57.272Z
147,55,0,0,17,0,0,2024-05-02T11:55:57.490Z
147,55,0,0,17,0,0,2024-05-02T11:55:57.871Z
147,55,0,0,17,0,0,2024-05-02T11:55:58.056Z
146,55,0,0,17,0,0,2024-05-02T11:55:58.304Z
146,55,0,0,17,0,0,2024-05-02T11:55:58.511Z
146,55,0,0,17,0,0,2024-05-02T11:55:58.684Z
146,55,0,0,17,0,0,2024-05-02T11:55:59.024Z
146,55,0,0,17,0,0,2024-05-02T11:55:59.218Z
146,55,0,0,17,0,0,2024-05-02T11:55:59.440Z
146,55,0,0,17,0,0,2024-05-02T11:55:59.682Z
146,55,0,0,17,0,0,2024-05-02T11:55:59.943Z
145,55,0,0,17,0,0,2024-05-02T11:56:00.632Z
145,55,0,0,17,0,0,2024-05-02T11:56:00.774Z
145,55,0,0,17,0,0,2024-05-02T11:56:01.108Z
145,55,0,0,17,0,0,2024-05-02T11:56:01.435Z
145,55,0,0,17,0,0,2024-05-02T11:56:01.650Z
144,55,0,0,17,0,0,2024-05-02T11:56:01.796Z
144,55,0,0,17,0,0,2024-05-02T11:56:02.151Z
144,55,0,0,17,0,0,2024-05-02T11:56:02.299Z
144,55,0,0,17,0,0,2024-05-02T11:56:02.498Z
144,55,0,0,17,0,0,2024-05-02T11:56:02.719Z
144,55,0,0,17,0,0,2024-05-02T11:56:02.880Z
144,55,0,0,17,0,0,2024-05-02T11:56:03.198Z
144,55,0,0,17,0,0,2024-05-02T11:56:03.337Z
144,55,0,0,17,0,0,2024-05-02T11:56:03.538Z
143,55,0,0,17,0,0,2024-05-02T11:56:03.734Z
143,55,0,0,18,0,0,2024-05-02T11:56:04.345Z
143,55,0,0,18,0,0,2024-05-02T11:56:04.649Z
